"id","default_code","name","seller_ids/product_name","seller_ids/name","uom_id","uom_po_id","categ_id","list_price","route_ids","cost_method","valuation","type","purchase_ok","active","sale_ok","is_header"
"bahan_baku_2310","BGE0030101","Gelatin (B-180), Geltech Co. Ltd","Gelatin 180 Bloom (Gelatine B-180)","Geltech Co. Ltd","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2320","BGE0040101","Gelatin (B-200), Cartino Gelatin Ltd","Gelatin 200 Bloom (Gelatine  B-200)","Cartino Gelatin Ltd","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2330","BGL0010101","Glucosemicon, Europe","Glucosemicon","Europe","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2340","BGL0020101","Glycerine, Ecogreen Oleochem","Ecocerol (Refined Glycerin)","Ecogreen Oleochem","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2350","BGL0020201","Glycerine, Sinarmas Oleochem","Glycerine","Sinarmas Oleochem","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2360","BGL0020301","Glycerine, Wilmar Nabati INA","Refined Glyserine 99,7%","Wilmar Nabati INA","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2370","BGP0010101","Granul Placebo Camistan, Marin Liza Farmasi","Granul Plasebo Camistan","Marin Liza Farmasi","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2380","BGP0020101","Granul Placebo Phenitoin, Marin Liza Farmasi","Granul Plasebo Phenitoin","Marin Liza Farmasi","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2390","BHA0010101","Hidrochloric Acid, Merck kgaA","Hydrochloric Acid Fuming 37% No. Cat 1.00371","Merck kgaA","ml","Liter(s)","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2400","BLA0010101","Lactose 200M, Grande","Lactose -Edible 200M","Grande","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2410","BMA0010101","Mannitol, Qingdao","Mannitol","Qingdao","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2420","BMA0020101","Magnesium Aluminum Silicate, R.T. Vanderbilt Co.","7161003 Veegum HV Granules 100 FDM (veegum)","R.T. Vanderbilt Co.","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2430","BMC0010101","MCC PH-101, Gujarat Microwax Private Ltd.","Flocel  101 (avicel PH-101)","Gujarat Microwax Private Ltd.","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2440","BMC0010201","MCC PH-102, Chemco","Micro Crystalline Cellulose 101 (avicel PH-101)","Chemco","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2450","BMC0020101","MCC PH-102, Gujarat Microwax Private Ltd.","Flocel 102 (avicel PH-102)","Gujarat Microwax Private Ltd.","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2460","BMC0020201","MCC PH-103, Chemco","Micro Crystalline Cellulose 102 (avicel PH-102)","Chemco","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2470","BMP0010101","Methyl Paraben, Ueno Fine Chemicals","Methyl Paraben (Nipagin)","Ueno Fine Chemicals","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2480","BMP0010201","Methyl Paraben, Clariant Prod UK","Nipagin M","Clariant Prod UK","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2490","BMS0010101","Magnesium Stearate, Faci Asia Pacific","Magnesium Stearat","Faci Asia Pacific","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2500","BOP0010101","Orange Powder, Firmenich Indonesia","Orange Powder 051941 AP0551","Firmenich Indonesia","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2510","BPD0010101","Potassium Dihydrogen Phosphate, Merck kgaA","Potassium Dihidrogen Phosfat No. Cat 1.04873","Merck kgaA","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2520","BPD0010201","Potassium Dihydrogen Phosphate, Merck kgaA","Potassium Dihydrogen Phosphate Cryst. Ex Emprove 1.04871.5000","Merck kgaA","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2530","BPG0010101","Propylene Glycol, Lyondell south Asia","8820 Propylene Glycol","Lyondell south Asia","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2540","BPG0010201","Propylene Glycol, Adeka Corporation","Adeka Propylen Glycol","Adeka Corporation","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2550","BPG0010301","Propylene Glycol, Dow Chemical Pacific","Propylen Glycol USP/EP","Dow Chemical Pacific","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2560","BPG0010401","Propylene Glycol, Shell Chemical","Propylen Glycol U1512","Shell Chemical","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2570","BPH0010101","Phenol (Injeksi), Merck kgaA","Phenol GR 1.00206 (sediaan injeksi)","Merck kgaA","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2580","BPH0020101","Phenol (Larutan), Smart Labs Indonesia","Phenol Crytal A-2029 (sediaan larutan)","Smart Labs Indonesia","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2590","BPH0030101","Polyoxyl 40 H. Castor Oil, BASF","Kolliphor  RH40 (cremophor)","BASF","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2600","BPH0040101","Potassium Hydroxide, Merck kgaA","Potassium Hydroxide No. Cat 1.05033","Merck kgaA","g","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2610","BPK0010101","Povidone K-30, BASF","Kolidon 30 (Povidone K-30)","BASF","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2620","BPK0010201","Povidone K-31, China Jiangsu","PVP K30 (Povidone K-30)","China Jiangsu","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2630","BPL0010101","Paraffin Liquid, Sonnerborn Inc.","Blandol White Mineral Oil","Sonnerborn Inc.","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2640","BPO0010101","Polysorbate 80, Kao Corporation","Rheodol TW-0120W (Tween 80)","Kao Corporation","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2650","BPO0010201","Polysorbate 81, Seppic","Montanox 80 VG DF (Tween 80)","Seppic","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2660","BPO0020101","Pan Oil Leader CWM, Stearinerie Dubois","Pan Oil Leader CWM 17069","Stearinerie Dubois","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2670","BPO0030101","Peppermint Oil, Fuyang B.F.P.","Pepermint Oil 50% Polar Bear Brand","Fuyang B.F.P.","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2680","BPO0030201","Peppermint Oil, Anhui Province Y. S.","Peppermint Oil ?","Anhui Province Y. S.","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2690","BPP0010101","Propyl Paraben, Ueno Fine Chemicals","Propyl Paraben (Nipasol)","Ueno Fine Chemicals","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2700","BPW0010101","Purified Water, Lucas Djaja","Purified Water","Lucas Djaja","Liter(s)","Liter(s)","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2710","BRR0010101","Raspberry Red, Sensient Colors UK","Raspberry red","Sensient Colors UK","g","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2720","BSA0010101","Sodium Acetate, Merck kgaA","Sodium Acetate Anhydrous 1.06268","Merck kgaA","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2730","BSB0010101","Sodium Benzoate, Wuhan Youji","Sodium Benzoate","Wuhan Youji","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2740","BSC0010101","Sodium Chloride (Injeksi), Merck kgaA","Sodium Chloride No. Cat 1.06400 (sediaan injeksi)","Merck kgaA","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2750","BSC0010201","Sodium Chloride (Injeksi), Kanto Chemical Co.","Sodium Chloride (Sediaan Injeksi)","Kanto Chemical Co.","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2760","BSC0010301","Sodium Chloride (Injeksi), Merck kgaA","Sodium Chloride Emprove No. Cat 1.16224.9029 (sediaan injeksi)","Merck kgaA","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2770","BSC0020101","Sodium Chloride (Oral), Akzo Nobel Nederland","Supracel Fine","Akzo Nobel Nederland","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2780","BSC0020201","Sodium Chloride (Oral), Cheetham Salt","Sodium Chloride (sediaan Oral)","Cheetham Salt","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2790","BSC0030101","Sodium Citrate (Oral), RZBC IMP & EXP Co.","Trisodium Citrate Dihydrate","RZBC IMP & EXP Co.","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2800","BSC0030201","Sodium Citrate (Oral), Jiali Bio(Qingdao)","Sodium Citrate","Jiali Bio(Qingdao)","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2810","BSC0040101","Sodium Citrate Dihidrat (Inj.), Merck kgaA","Trisodium Citrate Dihydrate No. Cat 1.06448","Merck kgaA","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2820","BSC0050101","Sodium Cyclamate, Raja Tawon","Sodium Cylamate Raja Tawon","Raja Tawon","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2830","BSD0010101","Sod Dihydrogen Phospate H?O, Merck kgaA","Sodium Dihydrogen Phospate No. Cat 1.04873","Merck kgaA","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2840","BSD0020101","Sod Dihydrogen Phospate 2H?O, Merck kgaA","Sodium Dihydrogen Phospate Dihydrate 1.06345","Merck kgaA","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2850","BSD0030101","Sodium Disulfite, Merck kgaA","Sodium Disulfite No. Cat 1.06528","Merck kgaA","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2860","BSF0010101","Sod Formaldehyde Sulfoxylate, Merck kgaA","Sodium Formaldehydesulfoxylate Hydrate 8.06455","Merck kgaA","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2870","BSH0010101","Sodium Hydroxide, Merck kgaA","Sodium Hydroxide No. Cat 1.06498","Merck kgaA","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2880","BSL0010101","Sodium Lauryl Sulphate, BASF","Kolliphor  SLS Fine","BASF","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2890","BSL0010201","Sodium Lauryl Sulphate, Cognis Indonesia","Texapon OC-P","Cognis Indonesia","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2900","BSO0010101","Safflower Oil, Oil Seed Extractions","Safflower Oil","Oil Seed Extractions","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2910","BSO0020101","Sorbitol, Cargill Bio-Chemical","Sorbidex 71205","Cargill Bio-Chemical","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2920","BSO0020201","Sorbitol, Samator Inti P.","Sorbitol Solution 70/7","Samator Inti P.","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2930","BSO0030101","Soybean Oil, Woodland Food I.","Refined Soyabean","Woodland Food I.","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2940","BSO0030201","Soybean Oil, China Soyabean","China Soyabean","China Soyabean","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2950","BSO0030301","Soybean Oil, Soon Soon Oilmills","RBD Soyabean Oil","Soon Soon Oilmills","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2960","BSO0030401","Soybean Oil, Happy Salad","Happy Salad Soyabean","Happy Salad","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2970","BSP0010101","Sodium Phospate Basa, Brataco","Natrium Phospat Basa","Brataco","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2980","BSP0020101","Strawberry Powder AP, Firmenich Indonesia","Strawberry powder 052311 AP0551","Firmenich Indonesia","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_2990","BSU0010101","Sucralose, Truchemic","Sucralose","Truchemic","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3000","BSU0020101","Sucrose, Angels Products","Refined Sugar R - 1H","Angels Products","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3010","BSU0020201","Sucrose, Jawa Manis Rafinasi","Refined Crystal Sugar R1","Jawa Manis Rafinasi","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3020","BSU0020301","Sucrose, Permata Dunia Sukses","Refined Sugar","Permata Dunia Sukses","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3030","BSU0020401","Sucrose, Duta Sugar I.","Refined Sugar","Duta Sugar I.","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3040","BSU0020501","Sucrose, Sentra Usahatama J.","Refined Sugar","Sentra Usahatama J.","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3050","BSU0020601","Sucrose, Penyou","Refined Sugar","Penyou","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3060","BSS0010101","Saccharin Sodium, Tianjin Changjie C.","Sodium Saccharin","Tianjin Changjie C.","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3070","BSS0010201","Saccharin Sodium, Sozhou Fine Chemical","Sodium Saccharin","Sozhou Fine Chemical","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3080","BSS0020101","Sodium Strach Glycolate, Gujarat Overseas Inc","Primogel","Gujarat Overseas Inc","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3090","BSS0020201","Sodium Strach Glycolate, Yung Zip Chemical I.","Sodium Strach Glycolate","Yung Zip Chemical I.","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3100","BTA0010101","Talc 325 Mesh, Guanxi Longguang TD","Osmanthus Brand Talc Powder 325Mesh","Guanxi Longguang TD","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3110","BTA0010201","Talc 325 Mesh, Haichen Haiyan M. F.","Talc Powder Haichen","Haichen Haiyan M. F.","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3120","BTA0010301","Talc 325 Mesh, China Mineral I/E C.","Talc Powder Haichen","China Mineral I/E C.","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3130","BTA0010401","Talc 325 Mesh, Sun Plan Development","Talc Powder Haichen","Sun Plan Development","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3140","BTA0020101","Tartaric Acid, Merck kgaA","Tartaric acid 1.00804","Merck kgaA","g","g","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3150","BTD0010101","Titanium dioxide, Sachtleben Pigment G","Titan dioksida (Tronox A-Z)","Sachtleben Pigment G","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3160","BTD0010201","Titanium dioxide, Tronox Pigment GmbH","Titan dioksida (Tronox A-Z)","Tronox Pigment GmbH","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3170","BTM0010101","Trichlr-2-Met-2-Prop Hemhydrt, Merck kgaA","Trichloro-2-Methyl-2-Propanol Hemhydrate 1.01005","Merck kgaA","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3180","BTS0010101","Tapioca Starch, Cap bola golf","Amylum Manihot","Cap bola golf","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3190","BWF0010101","Water For Injection, Lucas Djaja","Aqua Pro Injection","Lucas Djaja","Liter(s)","Liter(s)","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3200","BXG0010101","Xanthan Gum, Danisco France SAS","Grindsted Xanthan 80  A45100 (Rodigel)","Danisco France SAS","kg","kg","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3210","BYN0010101","Yellow N, Univar Colour England","Yellow N","Univar Colour England","g","g","Bahan Awal Pembantu",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3220","CAM0010100","Ampul 10 ml Clear Blue C/B",,"Schott Igar Glass","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3230","CAM0020100","Ampul Amber 1 ml, white C/B",,"Schott Igar Glass","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3240","CAM0030100","Ampul Amber 2 ml, white C/B",,"Schott Igar Glass","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3250","CAM0040100","Ampul Clear 1 ml white C/B ",,"Schott Igar Glass","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3260","CAM0040200","Ampul Clear 1 ml white C/B ",,"Gerresheimer P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3270","CAM0050100","Ampul Clear 10 ml, white C/B ",,"Schott Igar Glass","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3280","CAM0060100","Ampul Clear 15 ml, white C/B ",,"Schott Igar Glass","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3290","CAM0070100","Ampul Clear 2 ml, white C/B  ",,"Schott Igar Glass","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3300","CAM0070200","Ampul Clear 2 ml, white C/B  ",,"Gerresheimer P.","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3310","CAM0080100","Ampul Clear 20 ml, A 202210081",,"Schott Igar Glass","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3320","CAM0090100","Ampul Clear 5 ml, white C/B ",,"Schott Igar Glass","Pcs","Pcs","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3330","CBA0010100","B. Allufoil  125 mm x 500 m",,"Avesta C. Pack","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3340","CBA0020100","B. Allufoil 260 mm x 500 m",,"Avesta C. Pack","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3350","CBA0030100","B. Allufoil 264 mm x 500 m",,"Avesta C. Pack","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3360","CBA0040100","B. Allufoil Fluza 260 mm x 500 m",,"Avesta C. Pack","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
"bahan_baku_3370","CBA0050100","B. Alufoil Glomasin 140 mm x 500 m",,"Avesta C. Pack","Roll","Roll","Bahan Pengemas",0,"Buy","Average Price","Periodical (manual)","Stockable Product","TRUE","TRUE","FALSE","FALSE"
