id,tid,floor,room,remarks,allowed_f,last_opr,last_update
providerEDC640,00000420,,,,0,,
providerEDC641,00001052,,,,0,,
providerEDC642,00001144,,,,0,,
providerEDC643,00001143,,,,0,,
providerEDC644,00000039,,Kasir Apotik,,0,,
providerEDC645,00000085,,Pendaftaran RI,,0,,
providerEDC646,00000819,,,,0,,
providerEDC647,00000820,,,,0,,
providerEDC648,00000076,,,,0,,
providerEDC649,00000082,,,,0,,
providerEDC650,00000538,,,,0,,
providerEDC651,00000539,,,,0,,
providerEDC652,00001109,,,,0,,
providerEDC653,00001110,,,,0,,
providerEDC654,00001111,,,,0,,
providerEDC655,00000104,,,,0,,
providerEDC656,00000118,,,,0,,
providerEDC657,00000258,,Pendaftaran & kasir,,0,,
providerEDC658,00000666,,Kasir,,0,,
providerEDC659,00000667,,Pendaftaran,,0,,
providerEDC660,00000449,,pendaftaran & kasir,,0,,
providerEDC661,00000344,,Pendaftaran dan Kasir,,0,,
providerEDC662,00001086,,,,0,,
providerEDC663,00000382,,ADM dan Kasir,,0,,
providerEDC664,00000383,,Apotik/Farmasi,,0,,
providerEDC665,00000452,,,,0,,
providerEDC666,00000460,,,,0,,
providerEDC667,00000684,,Pendaftaran,,0,,
providerEDC668,00000686,,,,0,,
providerEDC669,00001078,,,,0,,
providerEDC670,00001137,,,,0,,
providerEDC671,00000770,,ADM,,0,,
providerEDC672,00000031,,Pendaftaran,,0,,
providerEDC673,00000073,,Kasir,,0,,
providerEDC674,00000930,,,,0,,
providerEDC675,00000931,,,,0,,
providerEDC676,00000269,,,,0,,
providerEDC677,00000270,,,,0,,
providerEDC678,00000283,,,,0,,
providerEDC679,00000114,,Admission,,0,,
providerEDC680,00000115,,Kasir,,0,,
providerEDC681,00000821,,,,0,,
providerEDC682,00000822,,,,0,,
providerEDC683,00000019,,,,0,,
providerEDC684,00000020,,,,0,,
providerEDC685,00000566,,Pendaftaran,,0,,
providerEDC686,00000623,,Kasir,,0,,
providerEDC687,00000704,,UGD,,0,,
providerEDC688,00000705,,Administrasi,,0,,
providerEDC689,00000156,,,,0,,
providerEDC690,00000186,,,,0,,
providerEDC691,00000780,,,,0,,
providerEDC692,00000781,,,,0,,
providerEDC693,00000272,,,,0,,
providerEDC694,00000281,,,,0,,
providerEDC695,00000282,,,,0,,
providerEDC696,00000545,,Pendaftaran dan Kasir,,0,,
providerEDC697,00001060,,,,0,,
providerEDC698,00001061,,,,0,,
providerEDC699,00000021,,,,0,,
providerEDC700,00000088,,,,0,,
providerEDC701,00000175,,,,0,,
providerEDC702,00000429,,,,0,,
providerEDC703,00000430,,,,0,,
providerEDC704,00000923,,,,0,,
providerEDC705,00000926,,,,0,,
providerEDC706,00000932,,,,0,,
providerEDC707,00000933,,,,0,,
providerEDC708,00000815,Lantai I,Administrasi,,0,,
providerEDC709,00000847,Lantai I,Pendaftaran,,0,,
providerEDC710,00000845,Lantai I,Pendaftaran,,0,,
providerEDC711,00001062,,,,0,,
providerEDC712,00000934,,,,0,,
providerEDC713,00000953,,,,0,,
providerEDC714,00000954,,,,0,,
providerEDC715,00000365,,,,0,,
providerEDC716,00000366,,,,0,,
providerEDC717,00000788,,,,0,,
providerEDC718,00001121,,,,0,,
providerEDC719,00001120,,,,0,,
providerEDC720,00000012,,Pendaftaran Lt.1,,0,,
providerEDC721,00000013,,kasir Lt.2,,0,,
providerEDC722,00000029,,Kasir RJ Lt.2,,0,,
providerEDC723,00000384,,,,0,,
providerEDC724,00000385,,,,0,,
providerEDC725,00000386,,,,0,,
providerEDC726,00000624,,Kasir,,0,,
providerEDC727,00000626,,Pendaftaran,,0,,
providerEDC728,00000627,,Kasir RJ,,0,,
providerEDC729,00000378,,,,0,,
providerEDC730,00000379,,,,0,,
providerEDC731,00000380,,,,0,,
providerEDC732,00000485,,,,0,,
providerEDC733,00000072,,,,0,,
providerEDC734,00000361,,Pendaftaran,,0,,
providerEDC735,00000362,,Kasir,,0,,
providerEDC736,00000341,,Pendaftaran RJ,,0,,
providerEDC737,00000342,,Kasir RJ,,0,,
providerEDC738,00000343,,UGD,,0,,
providerEDC739,00000107,,,,0,,
providerEDC740,00000108,,,,0,,
providerEDC741,00000557,,Pendaftaran RI Lt.1,,0,,
providerEDC742,00000558,,Counter 3 Spec Lt.1,,0,,
providerEDC743,00000620,,Leb Lt.1,,0,,
providerEDC744,00000622,,farmasi Lt.1,,0,,
providerEDC745,00000488,,Kasir,,0,,
providerEDC746,00000489,,Pendaftaran,,0,,
providerEDC747,00000664,,,,0,,
providerEDC748,00000665,,,,0,,
providerEDC749,00000169,,Pendaftaran & kasir,,0,,
providerEDC750,00001066,,,,0,,
providerEDC751,00001067,,,,0,,
providerEDC752,00001087,,,,0,,
providerEDC753,00001088,,,,0,,
providerEDC754,00001104,,,,0,,
providerEDC755,00001105,,,,0,,
providerEDC756,00000630,,Kasir RJ & RI,,0,,
providerEDC757,00000631,,pendaftaran,,0,,
providerEDC758,00000979,,,,0,,
providerEDC759,00000354,,Pendaftaran lt. 2,,0,,
providerEDC760,00000689,,Pendaftaran,,0,,
providerEDC761,00001142,,,,0,,
providerEDC762,00000353,,Kasir & Admin RJ,,0,,
providerEDC763,00000501,,Pendaftaran,,0,,
providerEDC764,00000502,,Kasir,,0,,
providerEDC765,00000497,,,,0,,
providerEDC766,00000498,,,,0,,
providerEDC767,00000142,,,,0,,
providerEDC768,00000160,,,,0,,
providerEDC769,00000030,,,,0,,
providerEDC770,00000052,,,,0,,
providerEDC771,00000051,,Kasir RI,,0,,
providerEDC772,00000055,,Konter RI,,0,,
providerEDC773,00000091,,Kasir UGD,,0,,
providerEDC774,00000014,,,,0,,
providerEDC775,00000568,,,,0,,
providerEDC776,00000572,,,,0,,
providerEDC777,00000024,,,,0,,
providerEDC778,00000431,,,,0,,
providerEDC779,00000432,,,,0,,
providerEDC780,00000655,,,,0,,
providerEDC781,00000018,,Adm RJ,,0,,
providerEDC782,00000233,,ADM RJ,,0,,
providerEDC783,00000234,,UGD,,0,,
providerEDC784,00000237,,Kasir RJ,,0,,
providerEDC785,00000542,,Pendaftaran,,0,,
providerEDC786,00000543,,pendaftaran,,0,,
providerEDC787,00000001,,Pendaftaran,,0,,
providerEDC788,00000002,,Kasir RI,,0,,
providerEDC789,00000071,,Pendaftaran,,0,,
providerEDC790,00000084,,Adm RI,,0,,
providerEDC791,00000025,,,,0,,
providerEDC792,00000061,,,,0,,
providerEDC793,00000078,,,,0,,
providerEDC794,00000369,,,,0,,
providerEDC795,00000405,,,,0,,
providerEDC796,00000621,,,,0,,
providerEDC797,00000625,,,,0,,
providerEDC798,00000238,,Adm,,0,,
providerEDC799,00000288,,Kasir,,0,,
providerEDC800,00000347,,klinik,,0,,
providerEDC801,00000267,,,,0,,
providerEDC802,00000268,,,,0,,
providerEDC803,00000806,,,,0,,
providerEDC804,00000842,Lantai I,Pendaftaran,,0,,
providerEDC805,00000949,,,,0,,
providerEDC806,00000950,,,,0,,
providerEDC807,00000246,,Kasir,,0,,
providerEDC808,00000247,,Pendaftaran,,0,,
providerEDC809,00000242,,,,0,,
providerEDC810,00000243,,,,0,,
providerEDC811,00001069,,,,0,,
providerEDC812,00001070,,,,0,,
providerEDC813,00001079,,,,0,,
providerEDC814,00001080,,,,0,,
providerEDC815,00000244,,,,0,,
providerEDC816,00000245,,,,0,,
providerEDC817,00001071,,,,0,,
providerEDC818,00000436,,ADM RI & RJ,,0,,
providerEDC819,00000437,,Kasir RJ & RI,,0,,
providerEDC820,00000438,,,,0,,
providerEDC821,00000439,,,,0,,
providerEDC822,00000448,,,,0,,
providerEDC823,00001084,,,,0,,
providerEDC824,00001085,,,,0,,
providerEDC825,00000435,,Admin RI dan RJ,,0,,
providerEDC826,00000909,,,,0,,
providerEDC827,00001123,,,,0,,
providerEDC828,00001124,,,,0,,
providerEDC829,00001125,,,,0,,
providerEDC830,00000164,,,,0,,
providerEDC831,00000174,,,,0,,
providerEDC832,00000654,,,,0,,
providerEDC833,00000656,,,,0,,
providerEDC834,00000163,,pendaftaran RJ,,0,,
providerEDC835,00000166,,,,0,,
providerEDC836,00000756,,,,0,,
providerEDC837,00000757,,,,0,,
providerEDC838,00000947,,,,0,,
providerEDC839,00000948,,,,0,,
providerEDC840,00000951,,,,0,,
providerEDC841,00000952,,,,0,,
providerEDC842,00000444,,,,0,,
providerEDC843,00000445,,,,0,,
providerEDC844,00000982,,,,0,,
providerEDC845,00000983,,,,0,,
providerEDC846,00000974,,,,0,,
providerEDC847,00000975,,,,0,,
providerEDC848,00000155,,Pendaftaran,,0,,
providerEDC849,00000921,,,,0,,
providerEDC850,00000922,,,,0,,
providerEDC851,00000924,,,,0,,
providerEDC852,00000925,,,,0,,
providerEDC853,00000962,,,,0,,
providerEDC854,00000963,,,,0,,
providerEDC855,00000152,,,,0,,
providerEDC856,00000165,,,,0,,
providerEDC857,00000229,,TPP,,0,,
providerEDC858,00000230,,Kasir RJ,,0,,
providerEDC859,00001073,,,,0,,
providerEDC860,00001074,,,,0,,
providerEDC861,00000506,,Kasir,,0,,
providerEDC862,00000507,,Pendaftaran,,0,,
providerEDC863,00000508,,Kasir,,0,,
providerEDC864,00000919,,,,0,,
providerEDC865,00000920,,,,0,,
providerEDC866,00000731,,,,0,,
providerEDC867,00000732,,,,0,,
providerEDC868,00000515,,,,0,,
providerEDC869,00000516,,,,0,,
providerEDC870,00000513,,,,0,,
providerEDC871,00000514,,,,0,,
providerEDC872,00000530,,,,0,,
providerEDC873,00000984,,,,0,,
providerEDC874,00000985,,,,0,,
providerEDC875,00000994,,,,0,,
providerEDC876,00000995,,,,0,,
providerEDC877,00000137,,,,0,,
providerEDC878,00000154,,,,0,,
providerEDC879,00001113,,,,0,,
providerEDC880,00001114,,,,0,,
providerEDC881,00000178,,Admin RI,,0,,
providerEDC882,00001075,,,,0,,
providerEDC883,00001091,,,,0,,
providerEDC884,00001092,,,,0,,
providerEDC885,00000133,,Receptionist klinik,,0,,
providerEDC886,00000181,,Receptionist RJ,,0,,
providerEDC887,00000607,,,,0,,
providerEDC888,00000608,,,,0,,
providerEDC889,00001095,,,,0,,
providerEDC890,00001096,,,,0,,
providerEDC891,00001093,,,,0,,
providerEDC892,00001094,,,,0,,
providerEDC893,00001103,,,,0,,
providerEDC894,00000536,,,,0,,
providerEDC895,00000537,,,,0,,
providerEDC896,00000613,,,,0,,
providerEDC897,00000177,,UGD,,0,,
providerEDC898,00000594,,,,0,,
providerEDC899,00001089,,,,0,,
providerEDC900,00001090,,,,0,,
providerEDC901,00001081,,,,0,,
providerEDC902,00001115,,,,0,,
providerEDC903,00001116,,,,0,,
providerEDC904,00000603,,Pendaftaran,,0,,
providerEDC905,00000604,,Kasir,,0,,
providerEDC906,00000597,,,,0,,
providerEDC907,00000598,,,,0,,
providerEDC908,00000599,,,,0,,
providerEDC909,00000601,,,,0,,
providerEDC910,00000602,,,,0,,
providerEDC911,00000219,,,,0,,
providerEDC912,00000220,,,,0,,
providerEDC913,00000221,,,,0,,
providerEDC914,00000331,,,,0,,
providerEDC915,00000333,,,,0,,
providerEDC916,00000144,,UGD,,0,,
providerEDC917,00000179,,OPD RJ,,0,,
providerEDC918,00000188,,Registrasi IPD,,0,,
providerEDC919,00000217,,,,0,,
providerEDC920,00000218,,,,0,,
providerEDC921,00000327,,,,0,,
providerEDC922,00000330,,,,0,,
providerEDC923,00000591,,,,0,,
providerEDC924,00000593,,,,0,,
providerEDC925,00000980,,,,0,,
providerEDC926,00001035,,,,0,,
providerEDC927,00001059,,,,0,,
providerEDC928,00000890,,,,0,,
providerEDC929,00000891,,,,0,,
providerEDC930,00000733,,Pendaftaran dan kasir,,0,,
providerEDC931,00000743,,,,0,,
providerEDC932,00000744,,,,0,,
providerEDC933,00000737,,pendaftaran UGD,,0,,
providerEDC934,00000738,,Pendaftaran Poli,,0,,
providerEDC935,00000739,,Kasir,,0,,
providerEDC936,00000740,,Pendaftran,,0,,
providerEDC937,00001097,,,,0,,
providerEDC938,00001098,,,,0,,
providerEDC939,00001101,,,,0,,
providerEDC940,00001102,,,,0,,
providerEDC941,00000132,,Farmasi,,0,,
providerEDC942,00000158,,Pendaftaran dan Kasir,,0,,
providerEDC943,00001054,,,,0,,
providerEDC944,00001056,,,,0,,
providerEDC945,00000967,,,,0,,
providerEDC946,00000961,,,,0,,
providerEDC947,00000959,,,,0,,
providerEDC948,00000960,,,,0,,
providerEDC949,00000964,,,,0,,
providerEDC950,00000965,,,,0,,
providerEDC951,00000966,,,,0,,
providerEDC952,00000973,,,,0,,
providerEDC953,00000977,,,,0,,
providerEDC954,00000978,,,,0,,
providerEDC955,00000970,,,,0,,
providerEDC956,00000972,,,,0,,
providerEDC957,00001026,,,,0,,
providerEDC958,00001130,,,,0,,
providerEDC959,00001131,,,,0,,
providerEDC960,00001136,,,,0,,
providerEDC961,00001134,,,,0,,
providerEDC962,00001135,,,,0,,
providerEDC963,00000955,,,,0,,
providerEDC964,00000956,,,,0,,
providerEDC965,00001037,,,,0,,
providerEDC966,00001038,,,,0,,
providerEDC967,00000049,,Administrasi Rawat Jalan,,0,,
providerEDC968,00000075,,UGD,,0,,
providerEDC969,00000047,,,,0,,
providerEDC970,00000048,,,,0,,
providerEDC971,00001044,,,,0,,
providerEDC972,00001045,,,,0,,
providerEDC973,00001042,,,,0,,
providerEDC974,00001043,,,,0,,
providerEDC975,00001046,,,,0,,
providerEDC976,00001047,,,,0,,
providerEDC977,00001039,,,,0,,
providerEDC978,00001040,,,,0,,
providerEDC979,00000083,,,,0,,
providerEDC980,00000128,,,,0,,
providerEDC981,00000873,,,,0,,
providerEDC982,00000874,,,,0,,
providerEDC983,00000875,,,,0,,
providerEDC984,00000872,,,,0,,
providerEDC985,00000876,,Pendaftaran,,0,,
providerEDC986,00000877,,,,0,,
providerEDC987,00000880,,,,0,,
providerEDC988,00000878,,,,0,,
providerEDC989,00000879,,,,0,,
providerEDC990,00000871,,,,0,,
providerEDC991,00000843,Lantai 1,Apotik & Kasir,,0,,
providerEDC992,00000844,lantai 1,Pendaftaran,,0,,
providerEDC993,00001048,,,,0,,
providerEDC994,00001055,,,,0,,
providerEDC995,00001022,,,,0,,
providerEDC996,00001053,,,,0,,
providerEDC997,00001008,,,,0,,
providerEDC998,00000996,,,,0,,
providerEDC999,00001006,,,,0,,
providerEDC1000,00001007,,,,0,,
providerEDC1001,00001013,,,,0,,
providerEDC1002,00001017,,,,0,,
providerEDC1003,00001018,,,,0,,
providerEDC1004,00001019,,,,0,,
providerEDC1005,00001020,,,,0,,
providerEDC1006,00001021,,,,0,,
providerEDC1007,00001024,,,,0,,
providerEDC1008,00001025,,,,0,,
providerEDC1009,00001014,,,,0,,
providerEDC1010,00001012,,,,0,,
providerEDC1011,00001016,,,,0,,
providerEDC1012,00000907,,,,0,,
providerEDC1013,00000908,,,,0,,
providerEDC1014,00000911,,,,0,,
providerEDC1015,00000143,,,,0,,
providerEDC1016,00000151,,,,0,,
providerEDC1017,00000126,,,,0,,
providerEDC1018,00000139,,,,0,,
providerEDC1019,00000198,,UGD,,0,,
providerEDC1020,00000199,,Pendaftaran RJ,,0,,
providerEDC1021,00001005,,,,0,,
providerEDC1022,00000136,,Cs,,0,,
providerEDC1023,00000187,,Kasir,,0,,
providerEDC1024,00000204,,Kasir,,0,,
providerEDC1025,00000205,,Admission RI,,0,,
providerEDC1026,00000213,,Rekam Medic,,0,,
providerEDC1027,00000214,,Kasir,,0,,
providerEDC1028,00000211,,Klinik Spesialis,,0,,
providerEDC1029,00000212,,UGD,,0,,
providerEDC1030,00000976,,,,0,,
providerEDC1031,00001009,,,,0,,
providerEDC1032,00001010,,,,0,,
providerEDC1033,00000209,,,,0,,
providerEDC1034,00000210,,,,0,,
providerEDC1035,00001003,,,,0,,
providerEDC1036,00001004,,,,0,,
providerEDC1037,00000989,,,,0,,
providerEDC1038,00000991,,,,0,,
providerEDC1039,00001001,,,,0,,
providerEDC1040,00000145,,,,0,,
providerEDC1041,00000197,,,,0,,
providerEDC1042,00001036,,,,0,,
providerEDC1043,00001041,,,,0,,
