id,name,product_tmpl_id,product_uom,bom_line_ids/product_id,product_qty,yield,type,routing_id,bom_line_ids/product_uom,bom_line_ids/product_qty,bom_line_ids/component_type
,,,,BEK001,,,,,Liter(s),0.36,raw_material
,,,,BPW001,,,,,Liter(s),200,raw_material
,,,,CBO005,,,,,Pcs,1650,kemas_primer
,,,,CDO004,,,,,Pcs,1650,kemas_primer
,,,,CRD001,,,,,Pcs,1639,kemas_primer
,,,,CET045,,,,,Pcs,1640,kemas_sekunder
,,,,CIN043,,,,,Pcs,1640,kemas_sekunder
,,,,CBR039,,,,,Pcs,3279,kemas_sekunder
,,,,CSH023,,,,,Pcs,17,kemas_sekunder
,,,,LBK010,,,,,Pcs,33,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_casetamol60ml,Casetamol 60 ml,Casetamol 60 ml,Botol,AAC001,3606,,Normal,Syrup Dengan Dus,kg,5.3,raw_material
,,,,BMP001,,,,,kg,0.22,raw_material
,,,,BPP001,,,,,kg,0.066,raw_material
,,,,BPK001,,,,,kg,1,raw_material
,,,,BSC005,,,,,kg,0.9,raw_material
,,,,BSS001,,,,,kg,0.09,raw_material
,,,,BSU002,,,,,kg,5,raw_material
,,,,BRR001,,,,,g,5,raw_material
,,,,BAL001,,,,,Liter(s),10,raw_material
,,,,BGL002,,,,,kg,12.619,raw_material
,,,,BPG001,,,,,kg,20.696,raw_material
,,,,BPO003,,,,,kg,0.135,raw_material
,,,,BPW001,,,,,Liter(s),220,raw_material
,,,,CBO009,,,,,Pcs,3620,kemas_primer
,,,,CDO004,,,,,Pcs,3620,kemas_primer
,,,,CET050,,,,,Pcs,3607,kemas_sekunder
,,,,CIN050,,,,,Pcs,3607,kemas_sekunder
,,,,CBR046,,,,,Pcs,3607,kemas_sekunder
,,,,CSH017,,,,,Pcs,24,kemas_sekunder
,,,,LBK010,,,,,Pcs,74,kemas_sekunder
,,,,CPB001,,,,,Roll,2,kemas_sekunder
bom_chlorampenicol60ml,Chlorampenicol 60 ml,Chlorampenicol 60 ml,Botol,ACP002,3225,,Normal,Syrup Dengan Dus,kg,9,raw_material
,,,,BPO001,,,,,kg,1.716,raw_material
,,,,BCS001,,,,,kg,2.6,raw_material
,,,,BMP001,,,,,kg,0.36,raw_material
,,,,BPP001,,,,,kg,0.06,raw_material
,,,,BSS001,,,,,kg,0.05,raw_material
,,,,BSC005,,,,,kg,0.3,raw_material
,,,,BMA002,,,,,kg,0.2,raw_material
,,,,BSC002,,,,,kg,0.1,raw_material
,,,,BEV001,,,,,kg,174.048,raw_material
,,,,BPW001,,,,,Liter(s),200,raw_material
,,,,CBO009,,,,,Pcs,3300,kemas_primer
,,,,CDO004,,,,,Pcs,3300,kemas_primer
,,,,CET054,,,,,Pcs,3226,kemas_sekunder
,,,,CBR051,,,,,Pcs,3226,kemas_sekunder
,,,,CRA007,,,,,Set,65,kemas_sekunder
,,,,CSH017,,,,,Pcs,22,kemas_sekunder
,,,,LBK010,,,,,Pcs,66,kemas_sekunder
,,,,CCT001,,,,,Roll,2,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_cotrimoksazole60ml,Cotrimoksazole 60 ml,Cotrimoksazole 60 ml,Botol,ATR001,3225,99.61,Normal,Syrup Dengan Dus,kg,1.64,raw_material
,,,,ASU001,,,,,kg,8.1,raw_material
,,,,BCS001,,,,,kg,1.625,raw_material
,,,,BMP001,,,,,kg,0.3,raw_material
,,,,BSU002,,,,,kg,8,raw_material
,,,,BSU002,,,,,kg,57,raw_material
,,,,BSC005,,,,,kg,0.2,raw_material
,,,,BSS001,,,,,kg,0.1,raw_material
,,,,BSC003,,,,,kg,0.5,raw_material
,,,,BCA001,,,,,kg,0.092,raw_material
,,,,BRR001,,,,,g,2.5,raw_material
,,,,BGL002,,,,,kg,2.524,raw_material
,,,,BES001,,,,,Liter(s),0.1,raw_material
,,,,BPW001,,,,,Liter(s),200,raw_material
,,,,CBO009,,,,,Pcs,3300,kemas_primer
,,,,CDO004,,,,,Pcs,3300,kemas_primer
,,,,CET059,,,,,Pcs,3226,kemas_sekunder
,,,,CBR055,,,,,Pcs,3226,kemas_sekunder
,,,,CRA007,,,,,Set,65,kemas_sekunder
,,,,CSH017,,,,,Pcs,22,kemas_sekunder
,,,,LBK010,,,,,Pcs,66,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_daganak100ml,Daganak 100 ml,Daganak 100 ml,Botol,AGU001,1990,98.88,Normal,Syrup Dengan Dus,kg,2.05,raw_material
,,,,BSU002,,,,,kg,50,raw_material
,,,,BMP001,,,,,kg,0.2,raw_material
,,,,BSC005,,,,,kg,0.67,raw_material
,,,,BSS001,,,,,kg,0.067,raw_material
,,,,BAL001,,,,,Liter(s),2,raw_material
,,,,BGL002,,,,,kg,12.619,raw_material
,,,,BSO002,,,,,kg,13.048,raw_material
,,,,BPO003,,,,,kg,0.045,raw_material
,,,,BAO001,,,,,kg,0.092,raw_material
,,,,BAS001,,,,,Liter(s),0.32,raw_material
,,,,BPW001,,,,,Liter(s),200,raw_material
,,,,CBO002,,,,,Pcs,2000,kemas_primer
,,,,CDO004,,,,,Pcs,2000,kemas_primer
,,,,CET001,,,,,Pcs,1991,kemas_sekunder
,,,,CBR056,,,,,Pcs,1991,kemas_sekunder
,,,,CRA005,,,,,Set,40,kemas_sekunder
,,,,CSH024,,,,,Pcs,13,kemas_sekunder
,,,,LBK010,,,,,Pcs,41,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_dextromethorphan60ml,Dextromethorphan 60 ml,Dextromethorphan 60 ml,Botol,ADH005,3278,,Normal,Syrup Dengan Dus,kg,0.42,raw_material
,,,,BSU002,,,,,kg,30,raw_material
,,,,BMP001,,,,,kg,0.165,raw_material
,,,,BPP001,,,,,kg,0.025,raw_material
,,,,BSC005,,,,,kg,0.2,raw_material
,,,,BRR001,,,,,g,5,raw_material
,,,,BES001,,,,,Liter(s),0.04,raw_material
,,,,BAL001,,,,,Liter(s),10,raw_material
,,,,BGL002,,,,,kg,12.619,raw_material
,,,,BSO002,,,,,kg,12.619,raw_material
,,,,BPW001,,,,,Liter(s),200,raw_material
,,,,CBO009,,,,,Pcs,3300,kemas_primer
,,,,CDO004,,,,,Pcs,3300,kemas_primer
,,,,CET061,,,,,Pcs,3279,kemas_sekunder
,,,,CBR059,,,,,Pcs,3279,kemas_sekunder
,,,,CRA007,,,,,Set,66,kemas_sekunder
,,,,CSH012,,,,,Pcs,22,kemas_sekunder
,,,,LBK010,,,,,Pcs,67,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_kosaka60ml,Kosaka 60 ml,Kosaka 60 ml,Botol,AAC001,3278,,Normal,Syrup Dengan Dus,kg,4.8,raw_material
,,,,ADH005,,,,,kg,0.4,raw_material
,,,,APH003,,,,,kg,0.14,raw_material
,,,,ACM001,,,,,kg,0.02,raw_material
,,,,BMP001,,,,,kg,0.2,raw_material
,,,,BSC003,,,,,kg,0.25,raw_material
,,,,BCA001,,,,,kg,0.092,raw_material
,,,,BSC005,,,,,kg,1.5,raw_material
,,,,BSS001,,,,,kg,0.15,raw_material
,,,,BPK001,,,,,kg,2,raw_material
,,,,BSU002,,,,,kg,40,raw_material
,,,,BEE001,,,,,g,40,raw_material
,,,,BFB002,,,,,kg,0.00025,raw_material
,,,,BSO002,,,,,kg,39.144,raw_material
,,,,BAL001,,,,,Liter(s),4,raw_material
,,,,BGL002,,,,,kg,31.548,raw_material
,,,,BPG001,,,,,kg,10.348,raw_material
,,,,BEG001,,,,,kg,0.362,raw_material
,,,,BPO003,,,,,kg,0.067,raw_material
,,,,BPW001,,,,,Liter(s),200,raw_material
,,,,CBO009,,,,,Pcs,3300,kemas_primer
,,,,CDO004,,,,,Pcs,3300,kemas_primer
,,,,CET072,,,,,Pcs,3279,kemas_sekunder
,,,,CIN078,,,,,Pcs,3279,kemas_sekunder
,,,,CBR072,,,,,Pcs,3279,kemas_sekunder
,,,,CSH017,,,,,Pcs,22,kemas_sekunder
,,,,LBK010,,,,,Pcs,67,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_obh100ml,OBH 100 ml,OBH 100 ml,Botol,AGS002,1990,,Normal,Syrup Dengan Dus,kg,4,raw_material
,,,,AAC002,,,,,kg,4,raw_material
,,,,AAC002,,,,,kg,4,raw_material
,,,,BMP001,,,,,kg,0.2,raw_material
,,,,BPP001,,,,,kg,0.06,raw_material
,,,,BSC005,,,,,kg,0.67,raw_material
,,,,BSS001,,,,,kg,0.067,raw_material
,,,,BAL001,,,,,Liter(s),2,raw_material
,,,,BPO003,,,,,kg,0.225,raw_material
,,,,BAO001,,,,,kg,0.287,raw_material
,,,,BAS001,,,,,Liter(s),0.35,raw_material
,,,,BEC001,,,,,kg,0.05,raw_material
,,,,BPW001,,,,,Liter(s),220,raw_material
,,,,CBO002,,,,,Pcs,2000,kemas_primer
,,,,CDO004,,,,,Pcs,2000,kemas_primer
,,,,CET082,,,,,Pcs,2021,kemas_sekunder
,,,,CBR078,,,,,Pcs,1981,kemas_sekunder
,,,,CIN089,,,,,Pcs,1981,kemas_sekunder
,,,,CSH026,,,,,Pcs,13,kemas_sekunder
,,,,LBK010,,,,,Pcs,41,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_obh100mltd,OBH 100 ml TD,OBH 100 ml TD,Botol,AGS002,1990,98.98,Normal,Syrup Dengan Dus,kg,4,raw_material
,,,,AAC002,,,,,kg,4,raw_material
,,,,AAC002,,,,,kg,4,raw_material
,,,,BMP001,,,,,kg,0.2,raw_material
,,,,BPP001,,,,,kg,0.06,raw_material
,,,,BSC005,,,,,kg,0.67,raw_material
,,,,BSS001,,,,,kg,0.067,raw_material
,,,,BAL001,,,,,Liter(s),2,raw_material
,,,,BPO003,,,,,kg,0.225,raw_material
,,,,BAO001,,,,,kg,0.287,raw_material
,,,,BAS001,,,,,Liter(s),0.35,raw_material
,,,,BEC001,,,,,kg,0.1,raw_material
,,,,BPW001,,,,,Liter(s),200,raw_material
,,,,CBO002,,,,,Pcs,2000,kemas_primer
,,,,CDO004,,,,,Pcs,2000,kemas_primer
,,,,CET082,,,,,Pcs,1981,kemas_sekunder
,,,,CBR078,,,,,Pcs,1981,kemas_sekunder
,,,,CSH024,,,,,Pcs,13,kemas_sekunder
,,,,CRA005,,,,,Set,40,kemas_sekunder
,,,,LBK010,,,,,Pcs,41,kemas_sekunder
,,,,CCT001,,,,,Roll,1,kemas_sekunder
,,,,CCT001,,,,,Roll,1,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_obh100mlgepeng,OBH 100 ml Gepeng,OBH 100 ml Gepeng,Botol,AGS002,1980,,Normal,Syrup Dengan Dus,kg,6.67,raw_material
,,,,AAC002,,,,,kg,4,raw_material
,,,,AAC002,,,,,kg,4,raw_material
,,,,BXG001,,,,,kg,0.4,raw_material
,,,,BMP001,,,,,kg,0.2,raw_material
,,,,BPP001,,,,,kg,0.06,raw_material
,,,,BSC005,,,,,kg,0.67,raw_material
,,,,BSS001,,,,,kg,0.007,raw_material
,,,,BAL001,,,,,Liter(s),2,raw_material
,,,,BGL002,,,,,kg,25.238,raw_material
,,,,BSO002,,,,,kg,26.096,raw_material
,,,,BPO003,,,,,kg,0.225,raw_material
,,,,BAO001,,,,,kg,0.287,raw_material
,,,,BAS001,,,,,Liter(s),0.35,raw_material
,,,,BCB001,,,,,g,100,raw_material
,,,,BEC001,,,,,kg,0.05,raw_material
,,,,BPW001,,,,,Liter(s),200,raw_material
,,,,CBO006,,,,,Pcs,2000,kemas_primer
,,,,CBO006,,,,,Pcs,2000,kemas_primer
,,,,CDO004,,,,,Pcs,2000,kemas_primer
,,,,CET081,,,,,Pcs,1981,kemas_sekunder
,,,,CBR078,,,,,Pcs,1981,kemas_sekunder
,,,,CIN088,,,,,Pcs,1981,kemas_sekunder
,,,,CSH026,,,,,Pcs,13,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_obh100mlexport,OBH 100 ml Export,OBH 100 ml Export,Botol,AGS002,1990,,Normal,Syrup Dengan Dus,kg,4.5,raw_material
,,,,AAC002,,,,,kg,4,raw_material
,,,,AAC002,,,,,kg,4,raw_material
,,,,BMP001,,,,,kg,0.2,raw_material
,,,,BPP001,,,,,kg,0.06,raw_material
,,,,BSC005,,,,,kg,0.67,raw_material
,,,,BSS001,,,,,kg,0.067,raw_material
,,,,BSU002,,,,,kg,2,raw_material
,,,,BAL001,,,,,Liter(s),2,raw_material
,,,,BPO003,,,,,kg,0.225,raw_material
,,,,BAO001,,,,,kg,0.287,raw_material
,,,,BAS001,,,,,Liter(s),0.35,raw_material
,,,,BEC001,,,,,kg,0.26,raw_material
,,,,BPW001,,,,,Liter(s),200,raw_material
,,,,CBO002,,,,,Pcs,2000,kemas_primer
,,,,CDO004,,,,,Pcs,2000,kemas_primer
,,,,CET083,,,,,Pcs,1990,kemas_sekunder
,,,,CBR079,,,,,Pcs,1990,kemas_sekunder
,,,,CIN003,,,,,Pcs,1990,kemas_sekunder
,,,,LBK027,,,,,Pcs,40,kemas_sekunder
,,,,CPB001,,,,,Roll,0.3,kemas_sekunder
bom_paracetamol60ml,Paracetamol 60 ml,Paracetamol 60 ml,Botol,AAC001,3606,,Normal,Syrup Dengan Dus,kg,5.3,raw_material
,,,,BMP001,,,,,kg,0.2,raw_material
,,,,BPP001,,,,,kg,0.1,raw_material
,,,,BSU002,,,,,kg,30,raw_material
,,,,BAG001,,,,,g,6.5,raw_material
,,,,BSC005,,,,,kg,0.2,raw_material
,,,,BSS001,,,,,kg,0.02,raw_material
,,,,BAL001,,,,,Liter(s),20,raw_material
,,,,BGL002,,,,,kg,12.619,raw_material
,,,,BPG001,,,,,kg,10.348,raw_material
,,,,BSO002,,,,,kg,26.096,raw_material
,,,,BPO003,,,,,kg,0.045,raw_material
,,,,BPW001,,,,,Liter(s),220,raw_material
,,,,BPW001,,,,,Liter(s),900,raw_material
,,,,CBO009,,,,,Pcs,3620,kemas_primer
,,,,CDO004,,,,,Pcs,3620,kemas_primer
,,,,CET090,,,,,Pcs,3607,kemas_sekunder
,,,,CBR085,,,,,Pcs,3607,kemas_sekunder
,,,,CSH017,,,,,Pcs,24,kemas_sekunder
,,,,CRA007,,,,,Set,72,kemas_sekunder
,,,,LBK010,,,,,Pcs,73,kemas_sekunder
,,,,CCT001,,,,,Roll,2,kemas_sekunder
,,,,CCT001,,,,,Roll,2,kemas_sekunder
,,,,CPB001,,,,,Roll,2,kemas_sekunder
bom_sanmino120ml,Sanmino 120 ml,Sanmino 120 ml,Botol,ACD001,1639,95.45,Normal,Syrup Dengan Dus,kg,1050,raw_material
,,,,ACX001,,,,,kg,1050,raw_material
,,,,ALH002,,,,,kg,3,raw_material
,,,,ATA001,,,,,kg,0.6,raw_material
,,,,AIN001,,,,,kg,0.6,raw_material
,,,,BCA001,,,,,kg,2,raw_material
,,,,BSC005,,,,,kg,0.2,raw_material
,,,,BSS001,,,,,kg,0.08,raw_material
,,,,BGL002,,,,,kg,50.476,raw_material
,,,,BSO002,,,,,kg,52.192,raw_material
,,,,BSC002,,,,,kg,4,raw_material
,,,,BPP001,,,,,kg,0.04,raw_material
,,,,BXG001,,,,,kg,0.3,raw_material
,,,,BSU002,,,,,kg,50,raw_material
,,,,BEA001,,,,,kg,0.31,raw_material
,,,,BMP001,,,,,kg,0.15,raw_material
,,,,BPW001,,,,,Liter(s),200,raw_material
,,,,CBO005,,,,,Pcs,1650,kemas_primer
,,,,CDO004,,,,,Pcs,1650,kemas_primer
,,,,CBR096,,,,,Pcs,1640,kemas_sekunder
,,,,CIN102,,,,,Pcs,1640,kemas_sekunder
,,,,CET106,,,,,Pcs,1640,kemas_sekunder
,,,,CSP001,,,,,Pcs,1639,kemas_sekunder
,,,,CSH023,,,,,Pcs,17,kemas_sekunder
,,,,CPB001,,,,,Roll,0.3,kemas_sekunder
bom_alkohol70100ml,Alkohol 70% 100 ml,Alkohol 70% 100 ml,Botol,BAL001,1990,,Normal,Larutan,Liter(s),148,raw_material
,,,,BPW001,,,,,Liter(s),200,raw_material
,,,,CBO019,,,,,Pcs,2000,kemas_primer
,,,,CTB007,,,,,Pcs,2000,kemas_primer
,,,,CET002,,,,,Pcs,1991,kemas_sekunder
,,,,CSH015,,,,,Pcs,13,kemas_sekunder
,,,,LBK010,,,,,Pcs,41,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_alkohol701l,Alkohol 70% 1 L,Alkohol 70% 1 L,Botol,BAL001,198,,Normal,Larutan,Liter(s),148,raw_material
,,,,BPW001,,,,,Liter(s),200,raw_material
,,,,CBO018,,,,,Pcs,200,kemas_primer
,,,,CTB006,,,,,Pcs,200,kemas_primer
,,,,CET003,,,,,Pcs,199,kemas_sekunder
,,,,CSH031,,,,,Pcs,5,kemas_sekunder
,,,,LBK011,,,,,Pcs,10,kemas_sekunder
,,,,LBK010,,,,,Pcs,11,kemas_sekunder
,,,,CPB001,,,,,Roll,0.2,kemas_sekunder
bom_cayodine30ml,Cayodine 30 ml,Cayodine 30 ml,Botol,API002,3225,,Normal,Larutan,kg,10,raw_material
,,,,BSL001,,,,,kg,0.1,raw_material
,,,,BAL001,,,,,Liter(s),4,raw_material
,,,,BMP001,,,,,kg,0.1,raw_material
,,,,BPW001,,,,,Liter(s),100,raw_material
,,,,CBO015,,,,,Pcs,3230,kemas_primer
,,,,CPI002,,,,,Pcs,3230,kemas_primer
,,,,CTB002,,,,,Pcs,3230,kemas_primer
,,,,CIN052,,,,,Pcs,3226,kemas_sekunder
,,,,CBR048,,,,,Pcs,1,kemas_sekunder
,,,,CSH010,,,,,Pcs,17,kemas_sekunder
,,,,LBK012,,,,,Pcs,33,kemas_sekunder
,,,,LBK010,,,,,Pcs,34,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_cayodine30mltd,Cayodine 30 ml TD,Cayodine 30 ml TD,Botol,API002,3225,,Normal,Larutan,kg,10,raw_material
,,,,BSL001,,,,,kg,0.1,raw_material
,,,,BAL001,,,,,Liter(s),4,raw_material
,,,,BMP001,,,,,kg,0.1,raw_material
,,,,BPW001,,,,,Liter(s),100,raw_material
,,,,CBO015,,,,,Pcs,3230,kemas_primer
,,,,CPI002,,,,,Pcs,3231,kemas_primer
,,,,CTB002,,,,,Pcs,3230,kemas_primer
,,,,CBR048,,,,,Pcs,3226,kemas_sekunder
,,,,CSH006,,,,,Pcs,11,kemas_sekunder
,,,,LBK012,,,,,Pcs,33,kemas_sekunder
,,,,LBK010,,,,,Pcs,34,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_cayodine60ml,Cayodine 60 ml,Cayodine 60 ml,Botol,API002,1639,,Normal,Larutan,kg,10,raw_material
,,,,BSL001,,,,,kg,0.1,raw_material
,,,,BAL001,,,,,Liter(s),4,raw_material
,,,,BMP001,,,,,kg,0.1,raw_material
,,,,BPW001,,,,,Liter(s),100,raw_material
,,,,CBO017,,,,,Pcs,1650,kemas_primer
,,,,CTB005,,,,,Pcs,1650,kemas_primer
,,,,CIN053,,,,,Pcs,1639,kemas_sekunder
,,,,CBR048,,,,,Pcs,1639,kemas_sekunder
,,,,CSH033,,,,,Pcs,33,kemas_sekunder
,,,,LBK010,,,,,Pcs,33,kemas_sekunder
,,,,CPB001,,,,,Roll,0.3,kemas_sekunder
bom_cayodine60mltd,Cayodine 60 ml TD,Cayodine 60 ml TD,Botol,API002,1639,,Normal,Larutan,kg,10,raw_material
,,,,BSL001,,,,,kg,0.1,raw_material
,,,,BAL001,,,,,Liter(s),4,raw_material
,,,,BMP001,,,,,kg,0.1,raw_material
,,,,BPW001,,,,,Liter(s),100,raw_material
,,,,CBO017,,,,,Pcs,1650,kemas_primer
,,,,CTB005,,,,,Pcs,1650,kemas_primer
,,,,CBR048,,,,,Pcs,1641,kemas_sekunder
,,,,CSH040,,,,,Pcs,2,kemas_sekunder
,,,,LBK004,,,,,Pcs,68,kemas_sekunder
,,,,LBK010,,,,,Roll,7,kemas_sekunder
,,,,CPB001,,,,,Roll,0.1,kemas_sekunder
bom_cayodine1l,Cayodine 1 L,Cayodine 1 L,Botol,API002,198,,Normal,Larutan,kg,20,raw_material
,,,,BSL001,,,,,kg,0.2,raw_material
,,,,BAL001,,,,,Liter(s),8,raw_material
,,,,BMP001,,,,,kg,0.2,raw_material
,,,,BPW001,,,,,Liter(s),200,raw_material
,,,,CBO013,,,,,Pcs,200,kemas_primer
,,,,CTB001,,,,,Pcs,200,kemas_primer
,,,,CET051,,,,,Pcs,200,kemas_sekunder
,,,,CBR048,,,,,Pcs,199,kemas_sekunder
,,,,CSH031,,,,,Pcs,5,kemas_sekunder
,,,,LBK013,,,,,Pcs,10,kemas_sekunder
,,,,LBK010,,,,,Pcs,11,kemas_sekunder
,,,,CCT001,,,,,Roll,0.1,kemas_sekunder
,,,,CPB001,,,,,Roll,0.2,kemas_sekunder
bom_glyserol100ml,Glyserol 100 ml,Glyserol 100 ml,Botol,BGL002,1980,98.7,Normal,Larutan,kg,252.38,raw_material
,,,,CBO019,,,,,Pcs,2000,kemas_primer
,,,,CTB007,,,,,Pcs,2000,kemas_primer
,,,,CET070,,,,,Pcs,1981,kemas_sekunder
,,,,CBR071,,,,,Pcs,1981,kemas_sekunder
,,,,CSH015,,,,,Pcs,13,kemas_sekunder
,,,,LBK010,,,,,Pcs,41,kemas_sekunder
,,,,CCT001,,,,,Roll,1,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_phenolglycerol5ml,Phenol Glycerol 5 ml,Phenol Glycerol 5 ml,Botol,BPH002,7407,97.76,Normal,Larutan,kg,4,raw_material
,,,,BGL002,,,,,kg,45.43,raw_material
,,,,CBO025,,,,,Pcs,8000,kemas_primer
,,,,CPI010,,,,,Pcs,8000,kemas_primer
,,,,CET091,,,,,Pcs,7717,kemas_sekunder
,,,,CBR086,,,,,Pcs,7407,kemas_sekunder
,,,,CIN096,,,,,Pcs,309,kemas_sekunder
,,,,CSH019,,,,,Pcs,5,kemas_sekunder
,,,,LBK010,,,,,Pcs,17,kemas_sekunder
,,,,CCT001,,,,,Roll,0.2,kemas_sekunder
,,,,CPB001,,,,,Roll,0.3,kemas_sekunder
bom_povidoneiodine30ml,Povidone iodine 30 ml,Povidone iodine 30 ml,Botol,API002,3225,,Normal,Larutan,kg,10,raw_material
,,,,BSL001,,,,,kg,0.1,raw_material
,,,,BAL001,,,,,Liter(s),4,raw_material
,,,,BMP001,,,,,kg,0.1,raw_material
,,,,BPW001,,,,,Liter(s),100,raw_material
,,,,CBO014,,,,,Pcs,3230,kemas_primer
,,,,CPI003,,,,,Pcs,3230,kemas_primer
,,,,CTB019,,,,,Pcs,3230,kemas_primer
,,,,CET099,,,,,Pcs,3227,kemas_sekunder
,,,,CBR090,,,,,Pcs,3229,kemas_sekunder
,,,,CSH006,,,,,Pcs,11,kemas_sekunder
,,,,LBK021,,,,,Pcs,33,kemas_sekunder
,,,,LBK010,,,,,Pcs,33,kemas_sekunder
,,,,CPB001,,,,,Roll,1,kemas_sekunder
bom_povidoneiodine300ml,Povidone iodine 300 ml,Povidone iodine 300 ml,Botol,API002,660,,Normal,Larutan,kg,20,raw_material
,,,,BSL001,,,,,kg,0.2,raw_material
,,,,BAL001,,,,,Liter(s),8,raw_material
,,,,BMP001,,,,,kg,0.2,raw_material
,,,,BPW001,,,,,Liter(s),200,raw_material
,,,,CBO017,,,,,Pcs,660,kemas_primer
,,,,CTB004,,,,,Pcs,660,kemas_primer
,,,,CET100,,,,,Pcs,676,kemas_sekunder
,,,,CBR090,,,,,Pcs,661,kemas_sekunder
,,,,CSH038,,,,,Pcs,7,kemas_sekunder
,,,,LBK014,,,,,Pcs,14,kemas_sekunder
,,,,LBK010,,,,,Pcs,14,kemas_sekunder
,,,,CCT001,,,,,Roll,0.3,kemas_sekunder
,,,,CPB001,,,,,Roll,0.2,kemas_sekunder
bom_povidoneiodine1l,Povidone iodine 1 L,Povidone iodine 1 L,Botol,API002,198,,Normal,Larutan,kg,20,raw_material
,,,,BSL001,,,,,kg,0.2,raw_material
,,,,BAL001,,,,,Liter(s),8,raw_material
,,,,BMP001,,,,,kg,0.2,raw_material
,,,,BPW001,,,,,Liter(s),200,raw_material
,,,,CBO013,,,,,Pcs,200,kemas_primer
,,,,CTB001,,,,,Pcs,200,kemas_primer
,,,,CET098,,,,,Pcs,200,kemas_sekunder
,,,,CBR090,,,,,Pcs,199,kemas_sekunder
,,,,CSH031,,,,,Pcs,5,kemas_sekunder
,,,,LBK013,,,,,Pcs,10,kemas_sekunder
,,,,LBK010,,,,,Pcs,11,kemas_sekunder
,,,,CCT001,,,,,Roll,0.1,kemas_sekunder
,,,,CPB001,,,,,Roll,0.2,kemas_sekunder
bom_rivanol300ml,Rivanol 300 ml,Rivanol 300 ml,Botol,AEL001,660,,Normal,Larutan,kg,0.201,raw_material
,,,,BPW001,,,,,Liter(s),200,raw_material
,,,,CBO024,,,,,Pcs,680,kemas_primer
,,,,CPI009,,,,,Pcs,661,kemas_primer
,,,,CET104,,,,,Pcs,661,kemas_sekunder
,,,,CBR095,,,,,Pcs,661,kemas_sekunder
,,,,CSH038,,,,,Pcs,7,kemas_sekunder
,,,,LBK014,,,,,Pcs,14,kemas_sekunder
,,,,LBK010,,,,,Pcs,14,kemas_sekunder
,,,,CCT001,,,,,Roll,0.3,kemas_sekunder
,,,,CPB001,,,,,Roll,0.2,kemas_sekunder
bom_rivanol100ml,Rivanol 100 ml,Rivanol 100 ml,Botol,AEL001,660,,Normal,Larutan,kg,0.201,raw_material
,,,,BPW001,,,,,Liter(s),200,raw_material
,,,,CBO019,,,,,Pcs,680,kemas_primer
,,,,CPI006,,,,,Pcs,661,kemas_primer
,,,,CET103,,,,,Pcs,661,kemas_sekunder
,,,,CBR095,,,,,Pcs,661,kemas_sekunder
,,,,CSH015,,,,,Pcs,5,kemas_sekunder
,,,,LBK014,,,,,Pcs,14,kemas_sekunder
,,,,LBK010,,,,,Pcs,14,kemas_sekunder
,,,,CCT001,,,,,Roll,0.3,kemas_sekunder
,,,,CPB001,,,,,Roll,0.2,kemas_sekunder
bom_lysol1l,Lysol 1 L,Lysol 1 L,Botol,ACR001,99,,Normal,,Liter(s),50,raw_material
,,,,BAL001,,,,,Liter(s),10,raw_material
,,,,BPH002,,,,,kg,0.006,raw_material
,,,,BPW001,,,,,Liter(s),100,raw_material
,,,,CBO018,,,,,Pcs,100,kemas_primer
,,,,CTB006,,,,,Pcs,100,kemas_primer
,,,,CET079,,,,,Pcs,99,kemas_sekunder
,,,,CSH031,,,,,Pcs,3,kemas_sekunder
,,,,LBK013,,,,,Pcs,5,kemas_sekunder
,,,,LBK010,,,,,Pcs,5,kemas_sekunder
,,,,CPB001,,,,,Roll,0.1,kemas_sekunder
bom_camicetine250mgstrip,Camicetine 250 mg Strip,Camicetine 250 mg Strip,Kpsul,ACB001,120000,,Normal,Kaplet/Tablet,kg,30,raw_material
,,,,BCS003,,,,,kg,3.18,raw_material
,,,,BSL001,,,,,kg,0.18,raw_material
,,,,BSS002,,,,,kg,0.84,raw_material
,,,,BTA001,,,,,kg,2.28,raw_material
,,,,BMS001,,,,,kg,0.72,raw_material
,,,,BCN015,,,,,Pcs,120000,raw_material
,,,,CBA001,,,,,Roll,3,kemas_primer
,,,,CFA006,,,,,Roll,3,kemas_primer
,,,,CBR016,,,,,Pcs,1200,kemas_sekunder
,,,,CIN019,,,,,Pcs,1200,kemas_sekunder
